SK_ID_CURR,TARGET
100001,0.2790518702964574
100005,0.5193561452423237
100013,0.12207831338997516
100028,0.23033369524760375
100038,0.5797730710128868
100042,0.22858753591367764
100057,0.08899683269575441
100065,0.37449678916783624
100066,0.06856675725573295
100067,0.3573120736890199
100074,0.532727609703218
100090,0.3356470993316232
100091,0.4996731912112461
100092,0.4253054443234494
100106,0.33722399976445766
100107,0.4231343985908437
100109,0.4062253114809683
100117,0.19998963246631044
100128,0.27355356838939027
100141,0.19013848666968836
100150,0.150905099994764
100168,0.05855020975804126
100169,0.1919772936792541
100170,0.3435627589820242
100171,0.27699929055709743
100172,0.5120812354908912
100184,0.49096033012597745
100187,0.43936896309349593
100212,0.43034042731880817
100222,0.40293786193461456
100223,0.09398518656968786
100232,0.10611403833747732
100241,0.7344874276713779
100245,0.1075698732246039
100253,0.10755036222718581
100256,0.4414455325958715
100271,0.08490074636396028
100278,0.685725842691226
100280,0.06767569060219858
100306,0.7475398186538287
100311,0.5561354209222915
100312,0.13192006959316654
100330,0.489935492491405
100331,0.256584143712703
100352,0.5119164333480598
100358,0.42596828613091287
100367,0.2305132799621984
100382,0.6404989145984594
100384,0.35278894297230745
100385,0.44437156020174434
100386,0.296000273400431
100399,0.13023582909928555
100404,0.3551882258879738
100416,0.11411852597794062
100422,0.5152247807927073
100426,0.20706125023496041
100438,0.24872182085668054
100444,0.6332715944071652
100445,0.5221160954516515
100446,0.266546280487328
100447,0.19666625853331923
100450,0.3988098962609416
100466,0.13502829302872163
100483,0.19334058671187715
100484,0.12050641211114144
100494,0.32476337213901973
100510,0.6320093654226924
100512,0.18963059700921664
100517,0.2537987304768832
100548,0.30035887058456046
100551,0.22893095066775487
100552,0.4652808155376339
100553,0.13355769398060197
100561,0.45852353043848
100568,0.8795475198695137
100569,0.2783694404975247
100591,0.3166105995814389
100592,0.17807986430268444
100602,0.4072076703574856
100607,0.4191431266921455
100613,0.45154526937493067
100617,0.557087365353278
100618,0.41614222011450086
100622,0.2544249009227769
100625,0.5584297976649817
100677,0.5688378245823146
100699,0.22048745717082907
100702,0.8556650166706194
100711,0.298592530438077
100729,0.533194090172725
100740,0.6859489571979717
100744,0.6705245299779804
100745,0.35389529911643114
100747,0.4848723603918229
100751,0.6684944126344778
100752,0.36728985364907096
100753,0.7414422398040238
100754,0.6845482406279858
100760,0.3439098992941857
100762,0.5664190461745937
100763,0.3000413112314505
100765,0.1375534237245003
100770,0.38701779998153407
100772,0.1078976585917217
100777,0.15625212551329817
100791,0.17533569766648302
100792,0.08431600741330292
100797,0.12274926822192189
100823,0.26612118956786246
100826,0.2458042102144838
100830,0.2984790411687539
100836,0.7519524768358652
100872,0.3154482138169575
100910,0.29679924661137147
100913,0.46698294572053717
100918,0.14987704599553345
100931,0.08167779447646017
100952,0.26463448274836754
100953,0.20522430257034333
100965,0.6845070134004824
100970,0.28275826631305345
100982,0.6246980862330342
100983,0.6370554886706347
100984,0.22182087392545413
100987,0.3477556230054181
100997,0.29598066131916934
100998,0.5195594000092758
101002,0.365412401943759
101005,0.638950062729272
101008,0.7330178985875209
101020,0.49557188800244145
101021,0.2866473854329837
101024,0.26770803907500385
101025,0.5225373676727417
101026,0.28962449827528924
101031,0.21183166384687685
101041,0.13417482743486772
101051,0.08746110394662653
101055,0.4531795193945565
101056,0.7644948572087726
101057,0.34189564669383143
101064,0.20733975165944574
101079,0.518763541509615
101087,0.15949864183703488
101090,0.22666405776670834
101092,0.39168490912478504
101097,0.5510842600086787
101099,0.16807021459128704
101107,0.5653311736892054
101118,0.4251397545295521
101125,0.3014039635839269
101126,0.11851526278800331
101128,0.15109734864875513
101136,0.5186672326708002
101140,0.6523749990104157
101149,0.6713948857023554
101160,0.5226825612406282
101169,0.7026082671014695
101181,0.13310712922431783
101186,0.12710043826668976
101190,0.50977880127213
101193,0.5021449924273977
101194,0.5556758762566906
101198,0.5307821374287598
101200,0.1647206428375674
101204,0.2289033433844468
101211,0.39230195326118034
101213,0.474088225156862
101223,0.31855562229475365
101225,0.4301760106523043
101237,0.4986018597958835
101243,0.5520941877918987
101244,0.6205997108001431
101258,0.3049959536017851
101259,0.6470931359202808
101268,0.5142131199314723
101269,0.17717701189273943
101271,0.5850800775509798
101279,0.2714016443782703
101281,0.6323089350068094
101287,0.23506597145243122
101292,0.38443769198636274
101294,0.19137023344558718
101296,0.4992132780794717
101297,0.21671082230897915
101299,0.1587878448408112
101301,0.22420129380602558
101305,0.456628884580168
101308,0.43612317319727706
101318,0.19586902369188705
101327,0.7003864143328966
101329,0.15824374887560416
101332,0.3608737543195963
101337,0.30163989949922765
101343,0.10564539007878983
101345,0.08605210445170342
101346,0.10904706811302109
101353,0.08579093846610135
101354,0.5156890325424057
101355,0.6621359905178268
101356,0.19863969156304562
101362,0.421355743795203
101363,0.7802740432029158
101365,0.2026488378931471
101366,0.5348400993696816
101367,0.65423264883461
101368,0.08549188286503054
101374,0.5727953287389174
101380,0.15082733090690884
101383,0.2695142225754029
101398,0.20250038147622645
101399,0.74518141530615
101401,0.7180861808559346
101412,0.41451474068409894
101426,0.3745059640502791
101427,0.865039067612114
101428,0.5819562880703022
101429,0.7109474809012268
101434,0.41048529657515126
101440,0.44973970303161087
101448,0.4907100461355355
101449,0.2950211709575225
101465,0.21186726014488594
101467,0.29862842044576143
101472,0.5433378739635772
101478,0.4926787765310967
101497,0.33575990327311034
101504,0.3775993797679092
101547,0.14378554260410353
101548,0.49412552845122015
101555,0.5369531075334213
101570,0.1980730782171242
101572,0.3816369399062254
101578,0.250558829984311
101580,0.6548894487728618
101588,0.5755309978425973
101602,0.23541208464030253
101610,0.5637239863748588
101614,0.3637071713446868
101616,0.17884129247767744
101643,0.521563972477163
101644,0.24557868765567278
101649,0.31643942814963566
101650,0.4701306927558695
101665,0.10225461533057867
101667,0.5424384055896939
101669,0.2625442178824836
101674,0.408497085302666
101675,0.2714256435575545
101678,0.4610423448191031
101682,0.3270741598274005
101686,0.37856144817159415
101697,0.6974171688243023
101700,0.8289687214044237
101711,0.26435660956773854
101714,0.17659296895316648
101715,0.7747414053181172
101728,0.23716155535982683
101732,0.35593508824124254
101757,0.5673064353429165
101758,0.3359061711610292
101759,0.47450544523559024
101762,0.10544047346028484
101764,0.28791706776748893
101780,0.7981030092252497
101784,0.06503347635624515
101789,0.11491268877725913
101816,0.5522323648978973
101819,0.11645020650539264
101827,0.09556634022714003
101863,0.4425483336715131
101867,0.3595747515769745
101870,0.09753927605596413
101873,0.761230187964105
101878,0.4399811449032218
101879,0.23437277091424089
101880,0.15042357285475685
101887,0.35681364600775556
101897,0.20862158122463254
101901,0.44697217996346456
101903,0.798461894113505
101920,0.07610364589565588
101921,0.2595193133290385
101922,0.258145719540528
101961,0.5690680839007553
101962,0.18863885644211054
101971,0.2691495107211916
101976,0.7391624596882209
102002,0.4520745964013377
102005,0.2082973761912529
102007,0.78415601042133
102017,0.12835194793616075
102019,0.7500913993054875
102029,0.11451849993614062
102051,0.7302339273451586
102052,0.051270404717861325
102054,0.11121501954474579
102062,0.4864047126055368
102067,0.6700144757387125
102068,0.23980700161945434
102070,0.1829000168302013
102090,0.5319670420969116
102092,0.32906783152047825
102099,0.6030727515790344
102100,0.17153431161371532
102112,0.3619388312125239
102113,0.20724232303078566
102122,0.6641068737524889
102123,0.30865612224846195
102125,0.35755079266250434
102126,0.6227851757271813
102146,0.24396341859061887
102147,0.5587019495625035
102151,0.27591405296090116
102158,0.490393990484679
102159,0.17749327806237802
102162,0.523374983211515
102165,0.2900343746679356
102166,0.2597483433817703
102174,0.1343935474374502
102193,0.6853624620885754
102198,0.22549541497211695
102205,0.4490901890912904
102206,0.11601568072393376
102218,0.26772955205320925
102221,0.24893468986917056
102230,0.25822886112921967
102238,0.3710461339625884
102248,0.252181276177507
102252,0.7377749179904111
102259,0.3206384259233286
102262,0.49196004452653885
102273,0.23207007186317835
102286,0.5933609252714223
102293,0.25549123199615137
102294,0.27381341678808424
102296,0.2646003110448388
102298,0.3333248178631024
102303,0.16192803933249483
102309,0.4641327597145874
102315,0.18852787698915777
102340,0.16573048641574276
102342,0.43725673102380785
102344,0.5131122525480485
102346,0.4064233320248219
102347,0.1856005862803613
102374,0.3857154837552507
102380,0.18087601427260783
102387,0.2035094213147609
102393,0.2968935263266721
102403,0.13743234882935024
102413,0.3703342648956771
102414,0.04769558617886367
102415,0.21740223534762654
102416,0.5297513841983036
102439,0.42152769085826064
102441,0.23626353521673346
102443,0.09632597551727795
102444,0.3256309007693413
102445,0.5791174750257924
102448,0.17767828706166566
102449,0.4354887790488711
102450,0.6838744728749657
102456,0.19223126635068308
102458,0.4925663620691463
102459,0.19358797934428387
102465,0.07474651246238245
102470,0.6029841669710976
102471,0.33225476373972984
102475,0.3205245915485594
102476,0.569027464081165
102506,0.3480483852666305
102509,0.17597621151242526
102519,0.28874305132693423
102522,0.19802497518712747
102545,0.19811316217823785
102549,0.1918455593465008
102562,0.060070378543781486
102563,0.13878860821975914
102568,0.5797280096790752
102582,0.4234938751921884
102592,0.1104594924732655
102597,0.5813744716119121
102605,0.2599459357659045
102614,0.16002632852898013
102617,0.5233017222633046
102634,0.27855182099376335
102652,0.1479563681879165
102655,0.05424376170063619
102671,0.5031926294719196
102694,0.7581142582899962
102701,0.3440908762928748
102703,0.08884699983160084
102704,0.1668012325228352
102713,0.0852140689756698
102720,0.7160010406832595
102731,0.2194089765782904
102733,0.23764559010389802
102749,0.23284075893785638
102755,0.34151526227230955
102763,0.0954190504711723
102770,0.3827319507014498
102772,0.4004887252926972
102799,0.6786479421733997
102838,0.12232942031093275
102854,0.2896917292114089
102862,0.42359839798593824
102863,0.22851855046071834
102867,0.1035182726190734
102868,0.07068008622565394
102878,0.40964113389854534
102887,0.32083287437492725
102898,0.7577654704284075
102904,0.4489812140711807
102912,0.35228143751436797
102919,0.26541822143856
102927,0.3394345756347187
102932,0.2688712639954761
102933,0.45726299253863206
102935,0.26494111689303834
102958,0.5502204123733309
102969,0.5755074788762903
102971,0.1812246652626938
102975,0.2768710422893525
102979,0.31323992274587553
102982,0.07912465980447896
102987,0.4112643154866781
102989,0.36965675064610237
102995,0.3718025625136393
102996,0.1459064205316163
103000,0.325759283450601
103001,0.3345256504275633
103004,0.3624624212730554
103010,0.1782772341127451
103025,0.7007200209952416
103029,0.271802556869382
103046,0.4333584111757473
103056,0.4014748974640845
103062,0.4902956877342001
103078,0.09874389564159691
103083,0.112259422017506
103092,0.2707389995505714
103096,0.394334540139374
103097,0.6184970428630057
103102,0.5865256941307186
103112,0.27591091633241327
103132,0.33302068235483795
103144,0.5864208684714336
103145,0.4313757330619825
103146,0.15929633066209734
103147,0.37659304569920904
103158,0.1726584425132348
103171,0.43044452549990514
103173,0.2028956739612973
103184,0.21474594084687387
103195,0.6225143595510799
103196,0.2369681958493518
103206,0.14934329243525396
103230,0.6572968838086517
103231,0.6449577884127847
103232,0.277968663606283
103239,0.49311710498523653
103240,0.5676974667920778
103243,0.22901813578438907
103252,0.36142412314468253
103258,0.21246792423054134
103259,0.565799724982406
103279,0.1671339209719782
103280,0.04761079480002446
103286,0.1641654077954285
103287,0.8664216104866116
103290,0.0915665876777543
103298,0.26663404167178995
103315,0.07022454052806724
103319,0.38140116839834526
103334,0.4964932806848895
103336,0.2984491073832356
103345,0.21804082229766
103368,0.2013781728321623
103371,0.6137988288391856
103377,0.2862275559592565
103398,0.17797584847122225
103404,0.4293964941082154
103408,0.598012789448355
103410,0.3296140435039306
103418,0.08706167073455161
103420,0.714025556802159
103432,0.4380639812710398
103433,0.15685562540372858
103436,0.11723496956354378
103440,0.23826257717338312
103453,0.45322043937154494
103459,0.28077009412000464
103460,0.3198272213408495
