,SK_ID_CURR,TARGET
0,100001,0.0867877328522575
1,100005,0.2789877378951709
2,100013,0.06562791242525706
3,100028,0.08150704555906066
4,100038,0.19512168680421965
5,100042,0.06756630505556478
6,100057,0.055512215982030405
7,100065,0.1397032223466755
8,100066,0.026955808611240153
9,100067,0.1677491493657328
10,100074,0.1299426855541609
11,100090,0.16928136203018307
12,100091,0.21151491808040088
13,100092,0.1755656837816293
14,100106,0.16197848291807085
15,100107,0.17234020945650635
16,100109,0.1342424839246106
17,100117,0.0810012222736892
18,100128,0.11232868402463267
19,100141,0.07428186913027096
20,100150,0.054971535462277996
21,100168,0.0438063086441925
22,100169,0.06875960979922278
23,100170,0.10686360438420475
24,100171,0.089334104028733
25,100172,0.19660602026903837
26,100184,0.1684863205284514
27,100187,0.10474269079249603
28,100212,0.08013641521238121
29,100222,0.14517589282447876
30,100223,0.03874437764186127
31,100232,0.04328321300659672
32,100241,0.2034893887787597
33,100245,0.060508204696923966
34,100253,0.05135834449221658
35,100256,0.14879326455318953
36,100271,0.04187443332238472
37,100278,0.23627220303433466
38,100280,0.026897222593442908
39,100306,0.2263604647747598
40,100311,0.22279970001874946
41,100312,0.056535294821644634
42,100330,0.11276120481494933
43,100331,0.09097063441270808
44,100352,0.13432900506434414
45,100358,0.19105982668791213
46,100367,0.09703525676140448
47,100382,0.15217628967272528
48,100384,0.09119918318755965
49,100385,0.14850557955009183
50,100386,0.08911683500834054
51,100399,0.07385857703778606
52,100404,0.12532865682469072
53,100416,0.05149368656139758
54,100422,0.17598686192947668
55,100426,0.09153781725414538
56,100438,0.06868375558241349
57,100444,0.1896178170770998
58,100445,0.1786401893568533
59,100446,0.1436513525210824
60,100447,0.08056163519264663
61,100450,0.12351375863884304
62,100466,0.08362350241428637
63,100483,0.06679781222180145
64,100484,0.03525854299393221
65,100494,0.11414812436342409
66,100510,0.22693490285323006
67,100512,0.07297527302302802
68,100517,0.06747939131593564
69,100548,0.10448833925200066
70,100551,0.08872193618062381
71,100552,0.19548482692994607
72,100553,0.060448739685175584
73,100561,0.19832062367382364
74,100568,0.3201863372714175
75,100569,0.056895719099160275
76,100591,0.09471302325330161
77,100592,0.045189983979188046
78,100602,0.0988667907662125
79,100607,0.10565900146994446
80,100613,0.13248989399904068
81,100617,0.11658759696640511
82,100618,0.11369661880293382
83,100622,0.23116460355818244
84,100625,0.154470577308253
85,100677,0.15177908576649082
86,100699,0.08822253557475906
87,100702,0.3854392325638993
88,100711,0.13621462349545613
89,100729,0.24099491891101446
90,100740,0.15354762426390145
91,100744,0.17896924878241197
92,100745,0.11589712516197292
93,100747,0.17727258527260617
94,100751,0.2545450572760089
95,100752,0.12205458022674943
96,100753,0.3158101980138903
97,100754,0.25586852143771904
98,100760,0.11488871067917313
99,100762,0.14131473336862285
100,100763,0.08362962613560684
101,100765,0.06910179482537582
102,100770,0.15080918663690157
103,100772,0.05749930843851553
104,100777,0.08731295190671082
105,100791,0.055842218495521345
106,100792,0.02721159241881032
107,100797,0.07210481775912414
108,100823,0.06324884293793324
109,100826,0.08629508230158249
110,100830,0.07345129640967417
111,100836,0.2442112851889825
112,100872,0.09218140026568396
113,100910,0.1318969483836151
114,100913,0.16669890383441846
115,100918,0.0947485908747048
116,100931,0.04092985619231808
117,100952,0.13651101928928563
118,100953,0.10004118868363795
119,100965,0.21676855263254818
120,100970,0.1015944731034064
121,100982,0.19800274059677767
122,100983,0.17547308875606069
123,100984,0.08612915946141864
124,100987,0.12923160674821865
125,100997,0.11100116697759113
126,100998,0.1499139423581165
127,101002,0.15913150541146198
128,101005,0.2743889278168495
129,101008,0.16747189069988377
130,101020,0.12740458628860632
131,101021,0.12078906172282419
132,101024,0.09858634751959207
133,101025,0.20866613665775016
134,101026,0.1057383942739292
135,101031,0.10187092814192218
136,101041,0.06164178617009183
137,101051,0.03228293287461897
138,101055,0.12772582874480626
